start_ref,end_ref,span,half_span_length,heb,repetitions,tfidf
Genesis 36 20,Genesis 36 29,10,2,שׁובל,3,0.03813403452781596
Genesis 36 21,Genesis 36 30,10,2,דישׁונ,3,0.034550039675559925
Genesis 36 21,Genesis 36 30,10,2,אצר,3,0.03813403452781596
Genesis 37 1,Genesis 37 34,34,8,יעקב,3,0.024053829538910144
Genesis 37 2,Genesis 38 11,46,11,אח,27,0.1526176809741921
Genesis 37 2,Genesis 38 17,52,13,צאנ,6,0.040541996114776185
Genesis 37 2,Genesis 38 20,55,13,רע,6,0.047298995467238876
Genesis 37 3,Genesis 37 32,30,7,פס,3,0.05672873007528994
Genesis 37 4,Genesis 37 8,5,1,שׂנא,3,0.02645123900875427
Genesis 37 4,Genesis 37 14,11,2,שׁלומ,3,0.0278366610204322
Genesis 37 6,Genesis 38 25,56,14,נא,6,0.06882581385455484
Genesis 37 7,Genesis 38 29,59,14,הנה,15,0.10207268559408401
Genesis 37 7,Genesis 37 10,4,1,חוה,3,0.023517046955644987
Genesis 37 8,Genesis 37 14,7,1,דבר,3,0.054545663366737954
Genesis 37 8,Genesis 37 27,20,5,ב,6,0.03506492612285718
Genesis 37 9,Genesis 37 10,2,0,חלמ,3,0.09865962294500916
Genesis 37 10,Genesis 37 30,21,5,אני,3,0.023559624872319315
Genesis 37 12,Genesis 37 16,5,1,רעה,3,0.040089715898183574
Genesis 37 12,Genesis 37 14,3,0,שׁכמ,3,0.029385431061863553
Genesis 37 13,Genesis 38 25,49,12,שׁלח,9,0.05201041801283642
Genesis 37 14,Genesis 38 29,52,13,שׁוב,6,0.04452065917595361
Genesis 37 16,Genesis 38 25,46,11,אנכי,3,0.020688472717724705
Genesis 37 20,Genesis 37 24,5,1,שׁלכ,3,0.028588256854906263
Genesis 37 21,Genesis 37 29,9,2,ראובנ,3,0.027125712350615807
Genesis 37 22,Genesis 37 31,10,2,דמ,3,0.022026848713936013
Genesis 37 25,Genesis 39 7,49,12,נשׂא,3,0.030432470247486573
Genesis 37 26,Genesis 38 15,26,6,כסה,3,0.024613460689689785
Genesis 37 27,Genesis 37 36,10,2,מכר,3,0.03023407049027632
Genesis 37 28,Genesis 37 29,2,0,בור,3,0.10734857259436516
Genesis 37 28,Genesis 38 13,22,5,עלה,3,0.01818188778891265
Genesis 37 29,Genesis 39 18,56,14,בגד,9,0.07216148861673044
Genesis 37 31,Genesis 38 20,26,6,עז,3,0.023001320177192898
Genesis 37 32,Genesis 37 33,2,0,כתנת,3,0.10266630417690403
Genesis 37 32,Genesis 38 25,30,7,נא,3,0.06882581385455484
Genesis 37 32,Genesis 38 25,30,7,שׁלח,6,0.05201041801283642
Genesis 37 35,Genesis 38 19,21,5,קומ,3,0.02184778201131554
Genesis 37 35,Genesis 38 12,14,3,בת,3,0.01701211426568067
Genesis 37 35,Genesis 38 12,14,3,נחמ,3,0.03431240535813165
Genesis 38 1,Genesis 38 26,26,6,יהודה,15,0.14467046586995094
Genesis 38 1,Genesis 39 21,51,12,נטה,3,0.025809680195458068
Genesis 38 1,Genesis 38 20,20,5,עדלמי,3,0.05672873007528994
Genesis 38 3,Genesis 39 18,46,11,קרא,9,0.05008574157294781
Genesis 38 3,Genesis 38 7,5,1,ער,3,0.042282695547861064
Genesis 38 4,Genesis 38 26,23,5,עוד,3,0.054033838038421024
Genesis 38 4,Genesis 38 9,6,1,אוננ,3,0.04761429707081447
Genesis 38 8,Genesis 38 9,2,0,זרע,3,0.01701211426568067
Genesis 38 10,Genesis 38 12,3,0,מות,3,0.024898994224057808
Genesis 38 11,Genesis 38 14,4,1,ישׁב,3,0.02889467667379801
Genesis 38 11,Genesis 39 23,43,10,הוא,6,0.04090924752505347
Genesis 38 11,Genesis 39 16,36,9,עד,3,0.018515849563623243
Genesis 38 11,Genesis 38 26,16,4,שׁלה,3,0.06348572942775263
Genesis 38 11,Genesis 38 24,14,3,כלה,3,0.02111963748580086
Genesis 38 12,Genesis 38 17,6,1,צאנ,3,0.040541996114776185
Genesis 38 12,Genesis 40 10,52,13,עלה,3,0.01818188778891265
Genesis 38 12,Genesis 38 14,3,0,תמנה,3,0.05672873007528994
Genesis 38 14,Genesis 40 10,50,12,היא,6,0.04288943826448194
Genesis 38 14,Genesis 38 21,8,2,דרכ,3,0.018011279346140344
Genesis 38 15,Genesis 40 9,48,12,פנה,3,0.013149347296071442
Genesis 38 25,Genesis 40 1,30,7,אלה,6,0.033606099219395565
Genesis 39 3,Genesis 40 16,37,9,ראה,6,0.06845190970803954
Genesis 38 26,Genesis 40 19,47,11,עוד,3,0.054033838038421024
Genesis 39 10,Genesis 39 19,10,2,שׁמע,3,0.036164397932166754
Genesis 38 21,Genesis 40 18,51,12,זה,9,0.06593701886955425
Genesis 38 30,Genesis 40 1,25,6,אחר,3,0.024898994224057808
Genesis 39 6,Genesis 40 19,37,9,אכל,3,0.031576071925694914
Genesis 38 18,Genesis 40 13,49,12,יד,18,0.0981979276153578
Genesis 39 4,Genesis 39 21,18,4,עינ,3,0.030432470247486573
Genesis 38 20,Genesis 38 26,7,1,יהודה,6,0.14467046586995094
Genesis 38 17,Genesis 40 17,54,13,מנ,6,0.031818303630597136
Genesis 39 1,Genesis 40 7,30,7,סריס,3,0.07563830676705326
Genesis 39 1,Genesis 40 4,27,6,טבח,3,0.056376927397148086
Genesis 38 18,Genesis 38 25,8,2,הרה,3,0.05528043757230934
Genesis 38 29,Genesis 39 18,20,5,קרא,6,0.05008574157294781
Genesis 38 17,Genesis 38 23,7,1,גדי,3,0.03431240535813165
Genesis 38 17,Genesis 38 20,4,1,ערבונ,3,0.05672873007528994
Genesis 38 21,Genesis 38 22,2,0,קדשׁ,3,0.01701211426568067
Genesis 38 24,Genesis 40 19,49,12,שׁלשׁ,9,0.05201041801283642
Genesis 38 29,Genesis 38 29,1,0,פרצ,3,0.03849986406633902
Genesis 39 1,Genesis 39 5,5,1,מצרי,3,0.03556567201322973
Genesis 39 2,Genesis 39 23,22,5,צלח,3,0.044680105017705196
Genesis 39 4,Genesis 40 4,24,6,פקד,3,0.023517046955644987
Genesis 39 9,Genesis 39 14,6,1,גדול,3,0.020688472717724705
Genesis 39 14,Genesis 40 15,25,6,עברי,3,0.03695109402490766
Genesis 39 14,Genesis 39 18,5,1,קול,3,0.020270998057388093
Genesis 39 20,Genesis 40 5,9,2,אסר,3,0.03849986406633902
Genesis 40 1,Genesis 40 21,21,5,משׁקה,3,0.04761429707081447
Genesis 40 3,Genesis 40 7,5,1,משׁמר,3,0.044680105017705196
Genesis 40 8,Genesis 40 22,15,3,פתר,3,0.05139712855233653
Genesis 40 13,Genesis 40 20,8,2,ראשׁ,6,0.031576071925694914
Genesis 41 1,Genesis 41 18,18,4,יאר,6,0.06125222760297028
Genesis 41 2,Genesis 41 52,51,12,פרה,12,0.07838363025131634
Genesis 41 2,Genesis 41 18,17,4,יפה,3,0.027593402024787314
Genesis 41 2,Genesis 41 20,19,4,בריא,6,0.07776976094443369
Genesis 41 3,Genesis 41 24,22,5,דק,6,0.05796560438562962
Genesis 41 4,Genesis 41 21,18,4,יקצ,3,0.03062611380148514
Genesis 41 5,Genesis 41 35,31,7,טוב,6,0.030196740814901007
Genesis 41 6,Genesis 41 27,22,5,שׁדפ,3,0.038884880472216846
Genesis 41 6,Genesis 41 27,22,5,קדימ,3,0.032637364663548434
Genesis 41 8,Genesis 42 3,53,13,מצרימ,24,0.10494904892643607
Genesis 41 8,Genesis 41 39,32,8,חכמ,3,0.022735286384146406
Genesis 41 8,Genesis 41 49,42,10,ספר,3,0.015426161442679161
Genesis 41 8,Genesis 42 9,59,14,ל,12,0.13156058742082088
Genesis 41 8,Genesis 41 15,8,2,פתר,6,0.07046063600296643
Genesis 41 10,Genesis 41 12,3,0,שׂר,3,0.028461181621491877
Genesis 41 10,Genesis 41 51,42,10,בית,3,0.06853906253698022
Genesis 41 12,Genesis 42 2,48,12,שׁמ,6,0.03290771837805545
Genesis 41 13,Genesis 41 15,3,0,פתר,3,0.07046063600296643
Genesis 41 15,Genesis 42 2,45,11,שׁמע,3,0.02478899649393928
Genesis 41 19,Genesis 41 49,31,7,מאד,3,0.01447651971341471
Genesis 41 20,Genesis 42 10,48,12,אכל,9,0.0757537006987676
Genesis 41 22,Genesis 41 27,6,1,שׁבלת,6,0.12961626824072278
Genesis 41 29,Genesis 41 53,25,6,שׂבע,6,0.04269177243223782
Genesis 41 30,Genesis 41 39,10,2,אחר,3,0.044374437322841624
Genesis 41 33,Genesis 42 23,48,12,בינ,3,0.011661005436270676
Genesis 41 35,Genesis 41 48,14,3,עיר,3,0.02412753285569118
Genesis 41 37,Genesis 42 24,45,11,עינ,3,0.017383357698959892
Genesis 41 39,Genesis 42 36,55,13,יוספ,27,0.30047058263004595
Genesis 41 39,Genesis 42 33,52,13,זאת,6,0.03246587172804326
Genesis 41 43,Genesis 42 38,53,13,קרא,6,0.030516821164578347
Genesis 41 44,Genesis 42 37,51,12,אני,3,0.028260778847868685
Genesis 41 45,Genesis 42 26,39,9,שׁמ,6,0.03290771837805545
Genesis 41 46,Genesis 41 54,9,2,שׁנה,6,0.061324424375192824
Genesis 41 46,Genesis 42 38,50,12,בנ,9,0.03304862027515145
Genesis 41 49,Genesis 42 25,34,8,בר,3,0.04697375733531095
Genesis 41 50,Genesis 41 54,5,1,שׁנה,3,0.061324424375192824
Genesis 41 50,Genesis 43 1,47,11,רעב,9,0.1266411986104059
Genesis 41 50,Genesis 42 22,30,7,ילד,3,0.025163950679084172
Genesis 41 55,Genesis 42 38,41,10,עמ,3,0.029081487850281165
Genesis 41 55,Genesis 43 8,49,12,הלכ,6,0.023322010872541352
Genesis 41 56,Genesis 43 3,43,10,ב,3,0.01802652015008261
Genesis 42 2,Genesis 42 26,25,6,שׁמ,3,0.03290771837805545
Genesis 42 2,Genesis 43 22,59,14,ירד,12,0.09562301258051986
Genesis 42 2,Genesis 43 8,45,11,חיה,3,0.013348391754160681
Genesis 42 4,Genesis 43 14,49,12,שׁלח,6,0.0356506991264398
Genesis 42 6,Genesis 43 12,45,11,הוא,6,0.05296702857783713
Genesis 42 7,Genesis 43 5,37,9,אינ,6,0.06055881181686147
Genesis 42 7,Genesis 43 19,51,12,דבר,9,0.08412410421185898
Genesis 42 8,Genesis 42 35,28,7,המ,3,0.016149016484496393
Genesis 42 9,Genesis 42 34,26,6,אתמ,9,0.05557926895017293
Genesis 42 11,Genesis 43 11,39,9,כנ,9,0.04519673001729572
Genesis 42 13,Genesis 42 37,25,6,שׁנימ,3,0.017383357698959892
Genesis 42 13,Genesis 42 32,20,5,כנענ,3,0.03454405349154601
Genesis 42 16,Genesis 42 24,9,2,אסר,3,0.026389848854880035
Genesis 42 18,Genesis 43 14,35,8,אני,3,0.028260778847868685
Genesis 42 23,Genesis 43 22,38,9,ידע,6,0.042757019932992475
Genesis 42 23,Genesis 44 4,54,13,המ,3,0.016149016484496393
Genesis 42 24,Genesis 43 30,45,11,בכה,3,0.018131082184148335
Genesis 42 24,Genesis 43 23,38,9,שׁמעונ,3,0.02072403552208311
Genesis 42 25,Genesis 43 24,38,9,נתנ,9,0.04895277671472405
Genesis 42 26,Genesis 43 30,43,10,שׁמ,3,0.03290771837805545
Genesis 42 26,Genesis 44 13,60,15,חמור,6,0.03626216436829667
Genesis 42 27,Genesis 42 33,7,1,אחד,3,0.05050246713251174
Genesis 42 27,Genesis 44 12,58,14,אמתחת,15,0.19442440236108421
Genesis 42 29,Genesis 44 14,58,14,ארצ,12,0.15751905504280025
Genesis 42 29,Genesis 44 8,52,13,כנענ,3,0.03454405349154601
Genesis 42 29,Genesis 43 7,17,4,נגד,3,0.02895303942682942
Genesis 42 33,Genesis 43 8,14,3,הלכ,3,0.023322010872541352
Genesis 42 35,Genesis 43 23,27,6,ירא,3,0.02013116054326734
Genesis 42 36,Genesis 43 5,8,2,אינ,3,0.06055881181686147
Genesis 42 36,Genesis 43 14,17,4,שׁכל,3,0.026389848854880035
Genesis 43 2,Genesis 43 32,31,7,מצרימ,3,0.10494904892643607
Genesis 43 6,Genesis 44 7,36,9,למה,3,0.02417477624553111
Genesis 43 6,Genesis 43 11,6,1,ישׂראל,3,0.01340587702491917
Genesis 43 6,Genesis 44 24,53,13,נגד,3,0.02895303942682942
Genesis 43 7,Genesis 44 24,52,13,דבר,15,0.08412410421185898
Genesis 43 7,Genesis 44 8,36,9,פה,6,0.029951257183636573
Genesis 43 7,Genesis 43 28,22,5,חי,3,0.02948553957564214
Genesis 43 7,Genesis 44 7,35,8,אלה,3,0.013163087351222182
Genesis 43 21,Genesis 44 28,42,10,הנה,3,0.10106204711434585
Genesis 44 26,Genesis 44 31,6,1,אינ,3,0.06055881181686147
Genesis 43 12,Genesis 44 20,43,10,הוא,6,0.05296702857783713
Genesis 43 25,Genesis 44 14,24,6,שׁמ,3,0.03290771837805545
Genesis 43 22,Genesis 44 27,40,10,ידע,3,0.042757019932992475
Genesis 43 10,Genesis 44 29,54,13,זה,6,0.027813372318335826
Genesis 43 11,Genesis 44 17,41,10,זאת,3,0.03246587172804326
Genesis 43 19,Genesis 44 11,27,6,פתח,3,0.02181186590897868
Genesis 44 19,Genesis 44 26,8,2,ישׁ,3,0.04572378431326786
Genesis 43 14,Genesis 44 12,33,8,בנימנ,6,0.056922363242983755
Genesis 44 10,Genesis 44 27,18,4,אתמ,3,0.05557926895017293
Genesis 43 29,Genesis 44 1,7,1,נשׂא,3,0.013906686159167913
Genesis 43 27,Genesis 44 14,22,5,עוד,3,0.02880706774843469
Genesis 43 14,Genesis 44 4,25,6,אחר,3,0.044374437322841624
Genesis 43 22,Genesis 44 21,34,8,שׂימ,6,0.025723858853244075
Genesis 43 25,Genesis 43 32,8,2,לחמ,3,0.02097709004099594
Genesis 43 34,Genesis 43 34,1,0,משׂאת,3,0.038884880472216846
Genesis 44 17,Genesis 44 33,17,4,עלה,3,0.03427278319742403
Genesis 44 18,Genesis 45 4,21,5,נגשׁ,3,0.025888444226323117
Genesis 44 18,Genesis 45 9,26,6,אדונ,9,0.1282267548440299
Genesis 44 18,Genesis 45 4,21,5,נא,3,0.05894124987399777
Genesis 44 18,Genesis 46 3,48,12,כי,18,0.13346278064613948
Genesis 44 19,Genesis 44 26,8,2,ישׁ,3,0.037306657878223695
Genesis 44 19,Genesis 45 24,40,10,אח,18,0.13906906950516731
Genesis 44 20,Genesis 45 26,41,10,הוא,3,0.013346278064613947
Genesis 44 21,Genesis 46 4,46,11,על,9,0.06863772119947138
Genesis 44 22,Genesis 45 26,39,9,לא,12,0.08579715149933922
Genesis 44 23,Genesis 44 26,4,1,קטנ,3,0.03945438610585535
Genesis 44 23,Genesis 44 32,10,2,אמ,3,0.04306852267913618
Genesis 44 23,Genesis 45 28,40,10,ראה,9,0.05263930549672199
Genesis 44 23,Genesis 45 7,19,4,פנה,6,0.06434786362450443
Genesis 44 24,Genesis 45 26,37,9,נגד,3,0.041340563060230595
Genesis 44 28,Genesis 46 2,37,9,הנה,6,0.03885035654161039
Genesis 44 29,Genesis 46 10,44,11,שׁאול,3,0.03480895227559934
Genesis 44 30,Genesis 44 34,5,1,נער,6,0.06194665635373472
Genesis 44 33,Genesis 45 9,11,2,אדונ,3,0.1282267548440299
Genesis 44 33,Genesis 44 34,2,0,נער,3,0.06194665635373472
Genesis 44 33,Genesis 45 8,10,2,עתה,3,0.041340563060230595
Genesis 45 2,Genesis 45 16,15,3,שׁמע,3,0.015169259695476384
Genesis 45 6,Genesis 45 11,6,1,שׁנה,3,0.0772605941695374
Genesis 45 10,Genesis 45 19,10,2,אתה,3,0.01634002761100854
Genesis 45 10,Genesis 47 1,54,13,בקר,3,0.02178670348134472
Genesis 45 11,Genesis 46 8,26,6,שׁמ,3,0.014096174015316026
Genesis 45 12,Genesis 46 4,21,5,עינ,6,0.05460577475227802
Genesis 45 12,Genesis 46 30,47,11,ראה,6,0.05263930549672199
Genesis 45 12,Genesis 46 21,38,9,בנימנ,6,0.06095739671298516
Genesis 45 17,Genesis 45 23,7,1,זאת,3,0.015452118833907477
Genesis 45 17,Genesis 45 21,5,1,עשׂה,3,0.021449287874834806
Genesis 45 17,Genesis 45 28,12,3,הלכ,3,0.01665015280354731
Genesis 45 18,Genesis 45 23,6,1,טוב,3,0.021558190307216358
Genesis 45 19,Genesis 46 5,15,3,נשׂא,6,0.034749129387813285
Genesis 45 21,Genesis 45 24,4,1,דרכ,3,0.01762805895946723
Genesis 45 22,Genesis 47 6,47,11,אישׁ,6,0.04368572766476844
Genesis 45 22,Genesis 46 21,28,7,בנימנ,3,0.06095739671298516
Genesis 45 26,Genesis 46 30,33,8,חי,3,0.03368071421371301
Genesis 45 27,Genesis 45 27,1,0,דבר,3,0.04003883419384184
Genesis 45 27,Genesis 46 5,7,1,נשׂא,3,0.034749129387813285
Genesis 46 1,Genesis 46 3,3,0,אלהימ,3,0.03411691649932989
Genesis 46 3,Genesis 46 4,2,0,אנכי,3,0.026997720694210935
Genesis 46 4,Genesis 47 29,60,15,יד,3,0.013105718299430531
Genesis 46 34,Genesis 47 25,26,6,עבד,6,0.1110010186903154
Genesis 46 30,Genesis 47 22,27,6,כי,12,0.13346278064613948
Genesis 46 20,Genesis 47 29,44,11,ל,15,0.1485314740602127
Genesis 46 31,Genesis 47 12,16,4,אח,9,0.13906906950516731
Genesis 47 6,Genesis 47 29,24,6,שׂימ,3,0.04197689303101802
Genesis 47 19,Genesis 47 29,11,2,עינ,3,0.05460577475227802
Genesis 46 29,Genesis 47 26,32,8,על,6,0.06863772119947138
Genesis 46 28,Genesis 47 18,25,6,פנה,9,0.06434786362450443
Genesis 46 12,Genesis 47 28,51,12,היה,12,0.06434786362450443
Genesis 46 31,Genesis 47 15,19,4,נגד,3,0.041340563060230595
Genesis 46 32,Genesis 47 20,23,5,אישׁ,6,0.04368572766476844
Genesis 46 5,Genesis 46 26,22,5,אשׁה,3,0.023926957043964543
Genesis 46 34,Genesis 47 19,20,5,גמ,6,0.0488636826550356
Genesis 47 21,Genesis 47 30,10,2,עמ,3,0.0322964195474287
Genesis 46 34,Genesis 47 27,28,7,ישׁב,6,0.04524782980545839
Genesis 46 29,Genesis 47 29,35,8,קרא,3,0.02178670348134472
Genesis 46 27,Genesis 47 24,32,8,בית,6,0.056657769057660755
Genesis 47 8,Genesis 47 28,21,5,שׁנה,12,0.0772605941695374
Genesis 47 19,Genesis 47 28,10,2,חיה,3,0.031765808932319256
Genesis 46 32,Genesis 47 17,20,5,בקר,3,0.02178670348134472
Genesis 46 5,Genesis 47 24,54,13,טפ,3,0.04063826447532344
Genesis 46 15,Genesis 47 9,29,7,שׁלשׁ,3,0.022623914902729195
Genesis 47 14,Genesis 47 18,5,1,כספ,6,0.04275572232315615
Genesis 47 12,Genesis 47 19,8,2,לחמ,6,0.0419329584443857
Genesis 46 6,Genesis 47 24,53,13,זרע,6,0.03330030560709462
Genesis 46 18,Genesis 46 26,9,2,שׁשׁ,3,0.0202482905206582
Genesis 46 19,Genesis 46 25,7,1,רחל,3,0.04372946032487556
Genesis 46 22,Genesis 47 28,41,10,ארבע,3,0.018686428145485483
Genesis 46 32,Genesis 47 3,6,1,רעה,3,0.03138939158912823
Genesis 46 33,Genesis 47 8,10,2,מה,3,0.021558190307216358
Genesis 46 34,Genesis 47 26,27,6,עד,3,0.018121893593423193
Genesis 47 2,Genesis 47 21,20,5,קצה,3,0.02526053566028476
Genesis 47 6,Genesis 47 18,13,3,היא,3,0.015741334886631757
Genesis 47 8,Genesis 47 29,22,5,יומ,9,0.04448759354871316
Genesis 47 14,Genesis 47 29,16,4,מצא,3,0.025412647145855404
Genesis 47 15,Genesis 47 18,4,1,תממ,3,0.03480895227559934
Genesis 47 18,Genesis 47 26,9,2,אדמה,12,0.08810490539482702
Genesis 47 22,Genesis 47 26,5,1,חק,3,0.02526053566028476
Genesis 47 22,Genesis 47 24,3,0,אכל,3,0.025753531389845798
Genesis 47 28,Genesis 49 33,59,14,יעקב,9,0.10754414117560979
Genesis 47 29,Genesis 48 21,24,6,מות,3,0.05343496984141195
Genesis 47 31,Genesis 49 8,31,7,חוה,3,0.0315432594266142
Genesis 47 31,Genesis 49 33,56,14,מטה,3,0.030851518512176757
Genesis 48 1,Genesis 48 6,6,1,אחר,3,0.026717484920705976
Genesis 48 1,Genesis 49 28,50,12,אלה,3,0.01931813076446075
Genesis 48 2,Genesis 49 10,31,7,בוא,6,0.041153309155276076
Genesis 48 4,Genesis 49 21,40,10,נתנ,6,0.03592151736996121
Genesis 48 4,Genesis 48 19,16,4,זרע,3,0.02281823626451369
Genesis 48 7,Genesis 49 29,45,11,אני,3,0.03160036890443411
Genesis 48 7,Genesis 49 17,33,8,דרכ,3,0.024158409773645036
Genesis 48 9,Genesis 48 22,14,3,לקח,3,0.024387245748709745
Genesis 48 9,Genesis 48 21,13,3,אלהימ,6,0.07347308353194143
Genesis 48 10,Genesis 50 7,53,13,זקנ,3,0.028327629972722985
Genesis 48 12,Genesis 49 7,18,4,אפ,3,0.02664663170338056
Genesis 48 13,Genesis 48 20,8,2,מנשׁה,6,0.1292299415229906
Genesis 48 13,Genesis 48 20,8,2,אפרימ,6,0.13806900659815555
Genesis 48 13,Genesis 48 14,2,0,שׂמאל,3,0.04602300219938518
Genesis 48 14,Genesis 49 3,12,3,בכר,3,0.030851518512176757
Genesis 48 15,Genesis 49 31,39,9,יצחק,3,0.04615780428887908
Genesis 48 16,Genesis 49 32,39,9,ב,3,0.017637132495118318
Genesis 48 17,Genesis 48 20,4,1,מנשׁה,3,0.1292299415229906
Genesis 48 18,Genesis 48 20,3,0,שׂימ,3,0.02876365983343769
Genesis 48 19,Genesis 50 3,40,10,מלא,3,0.025608854008397068
Genesis 49 1,Genesis 50 24,57,14,יעקב,6,0.10754414117560979
Genesis 50 3,Genesis 50 25,23,5,שׁבע,6,0.06322956401028859
Genesis 49 12,Genesis 50 4,26,6,עינ,3,0.040818870916051186
Genesis 49 6,Genesis 50 10,38,9,בוא,3,0.041153309155276076
Genesis 49 24,Genesis 50 22,32,8,ישׁב,3,0.031004990859227595
Genesis 49 30,Genesis 50 13,17,4,כנענ,3,0.05632978922871955
Genesis 48 22,Genesis 49 21,22,5,נתנ,3,0.03592151736996121
Genesis 50 5,Genesis 50 21,17,4,עתה,3,0.03777017329696398
Genesis 48 22,Genesis 50 19,53,13,אני,3,0.03160036890443411
Genesis 50 11,Genesis 50 25,15,3,זה,3,0.040818870916051186
Genesis 50 9,Genesis 50 11,3,0,כבד,3,0.04615780428887908
Genesis 49 28,Genesis 50 15,21,5,כל,6,0.041153309155276076
Genesis 50 3,Genesis 50 12,10,2,כנ,3,0.02721258061070079
Genesis 49 3,Genesis 49 4,2,0,יתר,3,0.0315432594266142
Genesis 49 8,Genesis 49 10,3,0,יהודה,3,0.036383538435798495
Genesis 49 9,Genesis 49 25,17,4,רבצ,3,0.04602300219938518
Genesis 49 10,Genesis 49 28,19,4,שׁבט,3,0.03547887180657415
Genesis 49 17,Genesis 50 18,35,8,נפל,3,0.032263242352682936
Genesis 49 25,Genesis 49 28,4,1,ברכה,6,0.08353919010102095
Genesis 49 29,Genesis 50 16,21,5,צוה,6,0.0386362615289215
Genesis 49 29,Genesis 50 13,18,4,שׂדה,6,0.05549862304620488
Genesis 49 29,Genesis 50 13,18,4,עפרונ,3,0.0689386283391433
Genesis 49 29,Genesis 50 13,18,4,חתי,3,0.043076647174330206
Genesis 50 1,Genesis 50 17,17,4,בכה,3,0.03547887180657415
Genesis 50 4,Genesis 50 11,8,2,עבר,3,0.023253743144420694
Genesis 50 10,Genesis 50 20,11,2,עשׂה,3,0.0293952208251972
Genesis 50 10,Genesis 50 11,2,0,אבל,3,0.04956225784313868
Genesis 50 13,Genesis 50 17,5,1,נשׂא,3,0.02721258061070079
Exodus 1 1,Exodus 2 1,23,5,בית,3,0.020179903574925273
Exodus 1 2,Exodus 2 1,22,5,לוי,3,0.048094315574012836
Exodus 1 5,Exodus 3 12,55,13,יצא,6,0.057844040097243886
Exodus 1 5,Exodus 1 8,4,1,יוספ,3,0.021924510486223504
Exodus 1 6,Exodus 2 23,40,10,מות,3,0.019095192222889513
Exodus 1 6,Exodus 2 11,28,7,אח,3,0.020179903574925273
Exodus 1 6,Exodus 3 15,57,14,דור,3,0.016892526118613964
Exodus 1 7,Exodus 1 20,14,3,מאד,3,0.016196780232972278
Exodus 1 8,Exodus 3 19,59,14,ידע,6,0.043488984481022175
Exodus 1 10,Exodus 1 20,11,2,רבה,3,0.02159570697729637
Exodus 1 10,Exodus 3 9,47,11,גמ,3,0.062218832544655565
Exodus 1 10,Exodus 2 3,16,4,ב,3,0.023530069578337573
Exodus 1 11,Exodus 4 1,60,15,ענה,3,0.015866117313335277
Exodus 1 11,Exodus 3 11,48,12,פרעה,12,0.23959584950043614
Exodus 1 12,Exodus 3 20,56,14,כנ,3,0.023338849110284166
Exodus 1 13,Exodus 3 12,47,11,עבד,3,0.047837882929124394
Exodus 1 14,Exodus 2 3,12,3,חמר,3,0.02952578318169714
Exodus 1 15,Exodus 3 15,48,12,שׁמ,6,0.03681817820093886
Exodus 1 15,Exodus 2 22,30,7,ילד,21,0.1351402089489117
Exodus 1 16,Exodus 2 8,15,3,אמ,3,0.018748639892506587
Exodus 1 16,Exodus 3 22,54,13,בת,12,0.06088457827343104
Exodus 1 17,Exodus 3 20,51,12,עשׂה,6,0.05042157766786622
Exodus 1 18,Exodus 3 3,33,8,מדוע,3,0.039367710908929515
Exodus 1 18,Exodus 4 2,54,13,זה,12,0.06223693096075777
Exodus 1 19,Exodus 4 6,57,14,בוא,12,0.06386733171263055
Exodus 1 21,Exodus 3 22,49,12,בית,3,0.020179903574925273
Exodus 1 22,Exodus 4 9,57,14,יאר,6,0.06853089616187141
Exodus 1 22,Exodus 4 3,51,12,שׁלכ,3,0.021924510486223504
Exodus 2 3,Exodus 4 6,51,12,עוד,3,0.01841728160850235
Exodus 2 4,Exodus 4 14,58,14,ידע,6,0.043488984481022175
Exodus 2 5,Exodus 3 4,25,6,תוכ,3,0.012566399070050525
Exodus 2 7,Exodus 4 9,50,12,מנ,6,0.03485950468320898
Exodus 2 7,Exodus 2 9,3,0,ינק,3,0.02952578318169714
Exodus 2 8,Exodus 4 9,49,12,אמ,3,0.018748639892506587
Exodus 2 9,Exodus 4 21,60,15,אני,3,0.05420406482139295
Exodus 2 10,Exodus 4 9,47,11,מימ,3,0.012803688030596849
Exodus 2 12,Exodus 4 21,57,14,פנה,6,0.030252946600719734
Exodus 2 15,Exodus 4 24,57,14,בקשׁ,3,0.025436945093680014
Exodus 2 15,Exodus 2 21,7,1,ישׁב,3,0.01329570344101624
Exodus 2 16,Exodus 2 19,4,1,דלה,3,0.04350561294164345
Exodus 2 16,Exodus 2 19,4,1,שׁקה,3,0.025436945093680014
Exodus 2 17,Exodus 3 1,10,2,רעה,3,0.018447030213706864
Exodus 2 19,Exodus 3 22,29,7,נצל,3,0.05087389018736003
Exodus 2 21,Exodus 3 21,26,6,נתנ,3,0.04450053416324806
Exodus 2 22,Exodus 3 15,19,4,שׁמ,3,0.03681817820093886
Exodus 2 23,Exodus 4 24,49,12,מות,3,0.019095192222889513
Exodus 2 23,Exodus 3 17,20,5,עלה,3,0.013943801873283593
Exodus 3 1,Exodus 5 1,54,13,אחר,3,0.011457115333733708
Exodus 3 1,Exodus 4 27,49,12,הר,3,0.016538654177147588
Exodus 3 3,Exodus 5 3,54,13,נא,6,0.03958720582114001
Exodus 3 5,Exodus 5 6,55,13,הוא,6,0.041831405619850784
Exodus 3 7,Exodus 4 31,47,11,עני,3,0.02631439527425414
Exodus 3 8,Exodus 4 21,36,9,יד,15,0.0718854782637084
