start_ref,end_ref,span,half_span_length,heb,repetitions,tfidf
Genesis 1 25,Genesis 1 25,1,0,מינ,3,0.13823922430253613
Genesis 1 26,Genesis 4 1,56,14,אדמ,27,0.20680044647561202
Genesis 1 26,Genesis 1 27,2,0,צלמ,3,0.04532847615060353
Genesis 1 29,Genesis 3 15,43,10,זרע,6,0.05263509293234405
Genesis 1 29,Genesis 3 24,52,13,עצ,18,0.1013137002902735
Genesis 1 29,Genesis 4 7,59,14,ב,6,0.028165693960448695
Genesis 1 30,Genesis 2 19,21,5,נפשׁ,3,0.02339880178041829
Genesis 2 2,Genesis 2 3,2,0,שׁביעי,3,0.01888604521629855
Genesis 2 2,Genesis 2 3,2,0,מלאכת,3,0.024498876550136998
Genesis 2 5,Genesis 3 18,39,9,צמח,3,0.02748869999388622
Genesis 2 5,Genesis 4 12,57,14,לא,15,0.050072344818575455
Genesis 2 6,Genesis 4 11,55,13,מנ,18,0.06490886018334052
Genesis 2 7,Genesis 2 19,13,3,יצר,3,0.04025282897433028
Genesis 2 7,Genesis 3 19,38,9,אפ,3,0.014184484048865633
Genesis 2 7,Genesis 3 24,43,10,חיימ,6,0.04895576670791283
Genesis 2 8,Genesis 4 16,58,14,עדנ,6,0.08100802846403816
Genesis 2 9,Genesis 3 8,25,6,תוכ,3,0.015599201186945525
Genesis 2 13,Genesis 2 14,2,0,נהר,3,0.032665168733516
Genesis 2 14,Genesis 3 14,26,6,הלכ,3,0.024293119814928023
Genesis 2 15,Genesis 4 9,44,11,שׁמר,3,0.012859958507879769
Genesis 2 16,Genesis 3 17,27,6,צוה,3,0.013711187251614512
Genesis 2 16,Genesis 3 22,32,8,אכל,21,0.08266554598051701
Genesis 2 17,Genesis 3 22,31,7,רע,3,0.02412230959292226
Genesis 2 18,Genesis 3 11,19,4,נגד,3,0.015079309834093616
Genesis 2 19,Genesis 5 3,60,15,קרא,12,0.07152191091884016
Genesis 2 19,Genesis 4 8,39,9,שׂדה,6,0.03939056123344991
Genesis 2 19,Genesis 4 10,41,10,מה,3,0.015727053868678294
Genesis 2 20,Genesis 4 15,45,11,מצא,3,0.018538943432315744
Genesis 2 21,Genesis 4 6,35,8,נפל,3,0.01717430749261485
Genesis 2 23,Genesis 2 24,2,0,בשׂר,3,0.04431438138763115
Genesis 2 23,Genesis 4 23,50,12,אישׁ,6,0.025495564608546628
Genesis 2 24,Genesis 4 21,47,11,אב,3,0.010864311666978502
Genesis 3 3,Genesis 4 7,29,7,ב,3,0.028165693960448695
Genesis 3 5,Genesis 3 22,18,4,טוב,3,0.08387762063295091
Genesis 3 5,Genesis 3 7,3,0,עינ,3,0.01448574888930467
Genesis 3 7,Genesis 3 11,5,1,עירמ,3,0.033996357112952645
Genesis 3 8,Genesis 4 16,33,8,פנה,6,0.050072344818575455
Genesis 3 11,Genesis 4 11,25,6,אתה,6,0.03178751596392897
Genesis 3 12,Genesis 4 22,35,8,היא,3,0.015311416416005513
Genesis 3 14,Genesis 4 8,19,4,שׂדה,3,0.03939056123344991
Genesis 3 14,Genesis 3 19,6,1,עפר,3,0.02797472383309305
Genesis 3 14,Genesis 4 11,22,5,ארר,3,0.032665168733516
Genesis 3 15,Genesis 4 25,35,8,זרע,3,0.05263509293234405
Genesis 3 16,Genesis 4 23,32,8,אישׁ,3,0.025495564608546628
Genesis 3 17,Genesis 3 24,8,2,עצ,3,0.1013137002902735
Genesis 3 17,Genesis 4 14,22,5,אדמה,9,0.10176712769938563
Genesis 3 17,Genesis 4 12,20,5,לא,6,0.050072344818575455
Genesis 3 17,Genesis 4 11,19,4,מנ,6,0.06490886018334052
Genesis 3 17,Genesis 3 24,8,2,חיימ,3,0.04895576670791283
Genesis 3 17,Genesis 3 22,6,1,אכל,6,0.08266554598051701
Genesis 3 20,Genesis 4 7,12,3,אמ,3,0.013964086483382408
Genesis 3 22,Genesis 5 29,58,14,יד,3,0.009560836728204986
Genesis 3 23,Genesis 4 12,14,3,עבד,3,0.020244266512440018
Genesis 3 23,Genesis 4 16,18,4,עדנ,3,0.08100802846403816
Genesis 4 3,Genesis 4 5,3,0,מנחה,3,0.01987522922947635
Genesis 4 9,Genesis 4 25,17,4,ידע,3,0.03239082641990403
Genesis 4 10,Genesis 5 29,46,11,מנ,3,0.06490886018334052
Genesis 4 12,Genesis 4 16,5,1,נוד,3,0.04050401423201908
Genesis 4 14,Genesis 6 8,53,13,מצא,3,0.018538943432315744
Genesis 4 17,Genesis 5 24,34,8,חנוכ,9,0.08622710432043347
Genesis 4 19,Genesis 4 23,5,1,עדה,3,0.01642282135658203
Genesis 4 19,Genesis 4 23,5,1,צלה,3,0.04050401423201908
Genesis 4 25,Genesis 6 13,47,11,אלהימ,12,0.2559996089651621
Genesis 4 25,Genesis 5 29,31,7,קרא,6,0.07152191091884016
Genesis 5 1,Genesis 6 5,37,9,יומ,15,0.12008139133917997
Genesis 4 25,Genesis 6 7,41,10,אדמ,15,0.20680044647561202
Genesis 5 22,Genesis 6 9,20,5,הלכ,3,0.024293119814928023
Genesis 5 24,Genesis 6 21,30,7,לקח,3,0.04219075911917135
Genesis 6 4,Genesis 6 20,17,4,בוא,6,0.03129521551160966
Genesis 4 23,Genesis 6 9,45,11,אישׁ,3,0.025495564608546628
Genesis 5 18,Genesis 5 24,7,1,חנוכ,6,0.08622710432043347
Genesis 4 26,Genesis 5 11,12,3,אנושׁ,6,0.07339455769962829
Genesis 5 1,Genesis 6 15,47,11,זה,3,0.010864311666978502
Genesis 5 4,Genesis 6 4,33,8,בת,12,0.048586239629856046
Genesis 5 15,Genesis 5 27,13,3,שׁשׁ,6,0.02954292092508743
Genesis 5 29,Genesis 6 7,11,2,נחמ,3,0.024498876550136998
Genesis 6 2,Genesis 6 12,11,2,ראה,3,0.04538328107099283
Genesis 6 7,Genesis 6 7,1,0,עד,3,0.013220218983354126
Genesis 6 20,Genesis 6 20,1,0,מינ,3,0.13823922430253613
Genesis 6 9,Genesis 7 2,16,4,אישׁ,3,0.025204201592534153
Genesis 6 10,Genesis 8 22,59,14,חמ,3,0.10082354141701265
Genesis 6 11,Genesis 8 13,49,12,פנה,12,0.0587813908897236
Genesis 6 11,Genesis 9 1,59,14,מלא,3,0.013476269230232265
Genesis 6 14,Genesis 8 19,52,13,תבה,24,0.2912680085380365
Genesis 6 15,Genesis 8 13,45,11,מאה,6,0.0824718627101191
Genesis 6 16,Genesis 8 6,37,9,פתח,3,0.013476269230232265
Genesis 6 16,Genesis 8 14,45,11,שׁני,3,0.016978039706205584
Genesis 6 17,Genesis 9 7,59,14,ב,3,0.009281272245745832
Genesis 6 18,Genesis 8 18,47,11,אשׁה,12,0.05521802026141747
Genesis 6 19,Genesis 9 10,60,15,חיה,12,0.132871334366303
Genesis 6 20,Genesis 9 10,59,14,בהמה,12,0.0596279346263034
Genesis 6 20,Genesis 9 3,52,13,רמשׂ,12,0.1193784603380063
Genesis 7 1,Genesis 8 13,37,9,פנה,9,0.0587813908897236
Genesis 7 1,Genesis 7 13,13,3,זה,3,0.017900257399206268
Genesis 7 1,Genesis 8 21,45,11,יהוה,6,0.044916957738519
Genesis 7 2,Genesis 9 5,50,12,אישׁ,3,0.025204201592534153
Genesis 7 2,Genesis 8 20,43,10,טהר,6,0.03395607941241117
Genesis 7 3,Genesis 7 16,14,3,נקבה,3,0.033471337866968646
Genesis 7 3,Genesis 9 9,53,13,זרע,3,0.012007749162020525
Genesis 7 4,Genesis 8 6,27,6,ארבע,6,0.04492089743410755
Genesis 7 4,Genesis 8 22,43,10,לילה,3,0.016235141545000848
Genesis 7 4,Genesis 7 23,20,5,מחה,3,0.02421890367367156
Genesis 7 5,Genesis 7 16,12,3,צוה,3,0.013554495963067677
Genesis 7 6,Genesis 8 13,32,8,שׁשׁ,3,0.0146026523840659
Genesis 7 11,Genesis 7 22,12,3,חיימ,3,0.027655029014277632
Genesis 7 11,Genesis 8 14,28,7,חדשׁ,9,0.048705424635002534
Genesis 7 14,Genesis 9 10,43,10,חיה,9,0.132871334366303
Genesis 7 17,Genesis 9 7,37,9,רבה,6,0.0298139673131517
Genesis 7 18,Genesis 7 19,2,0,מאד,3,0.01490698365657585
Genesis 7 19,Genesis 9 23,51,12,כסה,3,0.0173730470743004
Genesis 7 21,Genesis 9 6,32,8,אדמ,9,0.04867550794688634
Genesis 7 22,Genesis 8 21,24,6,רוח,3,0.027058569241668076
Genesis 7 23,Genesis 9 20,44,11,אדמה,6,0.052949544287827686
Genesis 7 23,Genesis 9 5,29,7,אכ,3,0.015884863286348302
Genesis 8 5,Genesis 8 13,9,2,אחד,3,0.029716670938861895
Genesis 8 7,Genesis 8 12,6,1,שׁוב,3,0.019640155375598933
Genesis 8 8,Genesis 8 21,14,3,קלל,3,0.027174559449856223
Genesis 8 9,Genesis 9 23,37,9,לקח,3,0.0224584788692595
Genesis 8 10,Genesis 8 14,5,1,שׁבע,3,0.043255673054463456
Genesis 8 10,Genesis 9 15,28,7,עוד,9,0.04237665017174178
Genesis 8 10,Genesis 8 12,3,0,יונה,3,0.04974102514083595
Genesis 8 11,Genesis 9 9,21,5,הנה,3,0.02401549832404105
Genesis 8 11,Genesis 8 20,10,2,עלה,3,0.009625062372539787
Genesis 8 13,Genesis 9 29,39,9,מאה,3,0.0824718627101191
Genesis 8 13,Genesis 8 14,2,0,חדשׁ,3,0.048705424635002534
Genesis 8 15,Genesis 9 27,35,8,אלהימ,9,0.06326851210234553
Genesis 8 17,Genesis 9 10,16,4,בהמה,3,0.0596279346263034
Genesis 8 17,Genesis 9 3,9,2,רמשׂ,6,0.1193784603380063
Genesis 8 17,Genesis 9 7,13,3,פרה,3,0.020178598140834513
Genesis 8 20,Genesis 10 9,41,10,יהוה,6,0.044916957738519
Genesis 8 21,Genesis 9 24,26,6,עשׂה,3,0.04950011864397777
Genesis 8 21,Genesis 9 16,18,4,חי,6,0.0425072221338505
Genesis 8 21,Genesis 9 15,17,4,עוד,6,0.04237665017174178
Genesis 9 1,Genesis 9 7,7,1,רבה,3,0.0298139673131517
Genesis 9 4,Genesis 9 17,14,3,בשׂר,6,0.06814571112564087
Genesis 9 5,Genesis 9 5,1,0,יד,3,0.015752625995333846
Genesis 9 5,Genesis 9 6,2,0,דמ,3,0.020729767039816
Genesis 9 5,Genesis 9 5,1,0,דרשׁ,3,0.02341132739535358
Genesis 9 6,Genesis 9 6,1,0,אדמ,3,0.04867550794688634
Genesis 9 9,Genesis 9 17,9,2,קומ,3,0.015420933697090043
Genesis 9 10,Genesis 9 28,19,4,חיה,3,0.132871334366303
Genesis 9 11,Genesis 9 17,7,1,ברית,6,0.041459534079632
Genesis 9 11,Genesis 9 15,5,1,עוד,3,0.04237665017174178
Genesis 9 12,Genesis 9 16,5,1,חי,3,0.0425072221338505
Genesis 9 12,Genesis 9 16,5,1,נפשׁ,3,0.026986633969907577
Genesis 9 12,Genesis 9 17,6,1,אות,3,0.020178598140834513
Genesis 9 13,Genesis 9 16,4,1,קשׁת,3,0.03153679108937448
Genesis 9 15,Genesis 9 17,3,0,ברית,3,0.041459534079632
Genesis 9 18,Genesis 11 11,55,13,שׁמ,21,0.0881042237599399
Genesis 9 18,Genesis 10 20,32,8,חמ,6,0.10082354141701265
Genesis 9 18,Genesis 10 21,33,8,יפת,6,0.09674107406306552
Genesis 9 18,Genesis 10 14,26,6,יצא,3,0.03660095412300754
Genesis 9 18,Genesis 10 21,33,8,אב,6,0.032220463318571285
Genesis 9 20,Genesis 11 6,48,12,חלל,3,0.017785615984523565
Genesis 9 22,Genesis 9 23,2,0,ערוה,3,0.027174559449856223
Genesis 9 23,Genesis 11 9,48,12,פנה,6,0.0587813908897236
Genesis 10 1,Genesis 10 20,20,5,חמ,3,0.10082354141701265
Genesis 10 1,Genesis 11 27,59,14,ילד,36,0.191750345118298
Genesis 10 5,Genesis 11 7,35,8,אישׁ,3,0.025204201592534153
Genesis 11 12,Genesis 11 22,11,2,שׁלשׁ,9,0.06118464010965246
Genesis 10 9,Genesis 11 28,52,13,פנה,6,0.0587813908897236
Genesis 10 21,Genesis 11 9,21,5,כל,9,0.24131307838939164
Genesis 10 9,Genesis 11 28,52,13,על,6,0.12993781144044164
Genesis 11 4,Genesis 11 6,3,0,עשׂה,3,0.04950011864397777
Genesis 11 3,Genesis 11 30,28,7,ל,6,0.05670945358320184
Genesis 11 10,Genesis 11 25,16,4,מאה,9,0.0824718627101191
Genesis 11 10,Genesis 11 26,17,4,שׁנה,24,0.12629585149016306
Genesis 10 11,Genesis 11 31,53,13,יצא,3,0.03660095412300754
Genesis 10 8,Genesis 10 21,14,3,הוא,3,0.01604177062089964
Genesis 11 19,Genesis 11 25,7,1,תשׁע,3,0.031215103193804772
Genesis 10 32,Genesis 11 27,28,7,תולדות,3,0.04036483945611926
Genesis 10 5,Genesis 10 32,28,7,גוי,6,0.032470283090001696
Genesis 10 5,Genesis 10 31,27,6,לשׁונ,3,0.03153679108937448
Genesis 10 6,Genesis 10 8,3,0,כושׁ,3,0.03627790277364957
Genesis 10 8,Genesis 10 9,2,0,גבור,3,0.033607847139004214
Genesis 10 19,Genesis 11 31,45,11,עד,3,0.02613827694894093
Genesis 10 22,Genesis 11 13,24,6,ארפכשׁד,6,0.08008226965630443
Genesis 10 24,Genesis 11 15,24,6,שׁלח,6,0.0448687360804118
Genesis 10 25,Genesis 11 19,27,6,פלג,6,0.08008226965630443
Genesis 10 25,Genesis 10 29,5,1,יקטנ,3,0.04004113482815221
Genesis 11 3,Genesis 11 7,5,1,יהב,3,0.027174559449856223
Genesis 11 11,Genesis 11 29,19,4,בת,9,0.036023247486061574
Genesis 11 26,Genesis 11 31,6,1,אברמ,6,0.07255580554729914
Genesis 11 26,Genesis 11 31,6,1,הרנ,6,0.08008226965630443
Genesis 11 29,Genesis 11 31,3,0,שׂרי,3,0.03627790277364957
Genesis 12 1,Genesis 13 15,35,8,ראה,9,0.050114590087864286
Genesis 12 2,Genesis 14 1,38,9,היה,12,0.09305925099733467
Genesis 12 3,Genesis 14 8,44,11,אדמה,3,0.016476265401937872
Genesis 12 4,Genesis 14 12,47,11,בנ,3,0.06738773348082856
Genesis 12 5,Genesis 12 17,13,3,שׂרי,3,0.1755998946857496
Genesis 12 5,Genesis 14 21,55,13,נפשׁ,3,0.015995063461282814
Genesis 12 5,Genesis 13 12,28,7,כנענ,3,0.030746306931266065
Genesis 12 6,Genesis 14 13,46,11,אלונ,3,0.02818628310521001
Genesis 12 7,Genesis 12 18,12,3,זאת,3,0.02311727909258415
Genesis 12 7,Genesis 13 18,32,8,בנה,3,0.02402647344427448
Genesis 12 8,Genesis 14 10,41,10,הר,3,0.015788342884845742
Genesis 12 8,Genesis 14 3,34,8,ימ,3,0.016476265401937872
Genesis 12 9,Genesis 13 11,23,5,נסע,3,0.020379604636361914
Genesis 12 11,Genesis 15 5,57,14,נא,6,0.05038833048626499
Genesis 12 14,Genesis 14 8,33,8,היא,6,0.027474957214918706
Genesis 12 15,Genesis 12 20,6,1,פרעה,6,0.04426956255187833
Genesis 12 17,Genesis 12 20,4,1,פרעה,3,0.04426956255187833
Genesis 12 17,Genesis 15 12,58,14,על,9,0.0545519747225755
Genesis 12 18,Genesis 14 2,23,5,עשׂה,3,0.019253638137379587
Genesis 12 18,Genesis 15 8,53,13,מה,3,0.016126160671550368
Genesis 12 20,Genesis 15 10,53,13,כל,15,0.08985031130777141
Genesis 13 1,Genesis 13 14,14,3,נגב,3,0.03039861755569789
Genesis 13 1,Genesis 14 16,34,8,עמ,3,0.017256194358342167
Genesis 13 2,Genesis 13 7,6,1,מקנה,3,0.04755241081817781
Genesis 13 3,Genesis 13 14,12,3,מקומ,3,0.018637330768938098
Genesis 13 5,Genesis 15 14,52,13,גמ,6,0.03655147237637031
Genesis 13 6,Genesis 13 14,9,2,נשׂא,3,0.011140016241466485
Genesis 13 6,Genesis 15 5,42,10,יכל,3,0.015788342884845742
Genesis 13 8,Genesis 16 2,58,14,נא,6,0.05038833048626499
Genesis 13 9,Genesis 13 14,6,1,פרד,3,0.02818628310521001
Genesis 13 9,Genesis 14 15,25,6,שׂמאל,3,0.025120586653982688
Genesis 13 10,Genesis 13 12,3,0,ככר,3,0.02818628310521001
Genesis 13 10,Genesis 14 8,17,4,צער,3,0.034859085600433055
Genesis 13 14,Genesis 15 15,44,11,אתה,3,0.024445642874252643
Genesis 13 18,Genesis 14 24,25,6,ממרא,3,0.03095574636600901
Genesis 14 1,Genesis 14 22,22,5,מלכ,27,0.1702313666304415
Genesis 14 2,Genesis 14 8,7,1,היא,3,0.027474957214918706
Genesis 14 3,Genesis 14 10,8,2,שׂדימ,3,0.04153188809565611
Genesis 14 4,Genesis 17 1,59,14,שׁנה,9,0.0616460775802244
Genesis 14 4,Genesis 14 5,2,0,עשׂרה,3,0.02105112384646099
Genesis 14 5,Genesis 15 13,33,8,ארבע,3,0.013977998076703572
Genesis 14 5,Genesis 14 24,20,5,המ,3,0.012936245476597701
Genesis 14 7,Genesis 16 9,48,12,שׁוב,6,0.024445642874252643
Genesis 14 8,Genesis 14 11,4,1,עמרה,3,0.04911960943666078
Genesis 14 11,Genesis 15 14,28,7,רכושׁ,6,0.07859137509865724
Genesis 14 12,Genesis 16 12,46,11,אח,6,0.03467591863887622
Genesis 14 14,Genesis 16 11,43,10,שׁמע,3,0.015129403450643751
Genesis 14 14,Genesis 17 12,60,15,שׁמנה,3,0.023512387206244798
Genesis 14 15,Genesis 15 14,24,6,עבד,3,0.02075800701029393
Genesis 14 15,Genesis 14 24,10,2,חלק,3,0.0209298583446524
Genesis 14 17,Genesis 14 22,6,1,סדמ,3,0.10806314076065371
Genesis 14 19,Genesis 15 5,11,2,שׁמימ,3,0.016476265401937872
Genesis 14 20,Genesis 16 12,38,9,יד,6,0.019606925813429644
Genesis 14 21,Genesis 16 3,28,7,לקח,6,0.04326143765333302
Genesis 14 23,Genesis 15 18,20,5,עד,3,0.040667128863194804
Genesis 14 23,Genesis 17 15,54,13,לא,12,0.051343035033012234
Genesis 14 24,Genesis 16 3,25,6,אישׁ,3,0.03267820968904941
Genesis 15 1,Genesis 15 17,17,4,אלה,3,0.014059137233427096
Genesis 15 3,Genesis 17 19,54,13,זרע,12,0.06642562243294058
Genesis 15 3,Genesis 17 20,55,13,הנה,12,0.05812241962882301
Genesis 17 16,Genesis 17 20,5,1,ברכ,3,0.052627809616152474
Genesis 16 1,Genesis 17 19,35,8,שׁמ,9,0.07732525478384904
Genesis 16 11,Genesis 17 26,32,8,בנ,15,0.06738773348082856
Genesis 15 12,Genesis 16 8,18,4,בוא,6,0.044925155653885704
Genesis 15 7,Genesis 17 10,41,10,זאת,3,0.02311727909258415
Genesis 15 5,Genesis 16 2,19,4,נא,3,0.05038833048626499
Genesis 15 8,Genesis 15 13,6,1,ידע,3,0.016606405608235144
Genesis 17 2,Genesis 17 20,19,4,מאד,6,0.05153992926905373
Genesis 15 17,Genesis 17 11,32,8,בינ,15,0.09548683224735208
Genesis 15 14,Genesis 17 16,40,10,גמ,3,0.03655147237637031
Genesis 15 14,Genesis 17 21,45,11,אחר,9,0.04374935552135946
Genesis 16 2,Genesis 17 20,35,8,שׁמע,3,0.015129403450643751
Genesis 17 12,Genesis 17 23,12,3,יליד,3,0.058098476000721766
Genesis 15 14,Genesis 16 8,16,4,אנכי,3,0.025243861815174653
Genesis 15 5,Genesis 16 10,27,6,ספר,3,0.016476265401937872
Genesis 15 10,Genesis 15 10,1,0,בתר,3,0.04153188809565611
Genesis 15 13,Genesis 16 9,18,4,ענה,3,0.01514631708910479
Genesis 15 14,Genesis 17 20,44,11,גוי,6,0.03929236432571742
Genesis 15 15,Genesis 17 5,28,7,אב,3,0.01485335498862198
Genesis 15 18,Genesis 15 18,1,0,נהר,3,0.025120586653982688
Genesis 16 1,Genesis 16 8,8,2,שׁפחה,6,0.06312228330703158
Genesis 16 4,Genesis 16 9,6,1,גברת,3,0.04153188809565611
Genesis 17 3,Genesis 17 23,21,5,אלהימ,9,0.03281201664101959
Genesis 17 7,Genesis 17 21,15,3,קומ,3,0.015995063461282814
Genesis 17 10,Genesis 17 26,17,4,מול,9,0.06149261386253213
Genesis 17 11,Genesis 17 25,15,3,בשׂר,6,0.03029263417820958
Genesis 17 12,Genesis 17 23,12,3,מקנה,3,0.04755241081817781
Genesis 17 12,Genesis 17 23,12,3,כספ,3,0.022844670235231446
Genesis 18 1,Genesis 18 10,10,2,הוא,3,0.058331452139392115
Genesis 18 1,Genesis 19 11,44,11,פתח,6,0.02882512792962982
Genesis 18 3,Genesis 18 5,3,0,עבר,3,0.013087116681615118
Genesis 18 4,Genesis 19 15,45,11,לקח,6,0.06519397592049707
Genesis 18 5,Genesis 19 22,51,12,דבר,15,0.09264407104491688
Genesis 18 6,Genesis 18 10,5,1,אהל,3,0.022230706711708306
Genesis 18 7,Genesis 19 12,39,9,בנ,6,0.1124959126166231
Genesis 18 8,Genesis 19 28,54,13,פנה,9,0.033087033122536205
Genesis 18 9,Genesis 18 15,7,1,שׂרה,9,0.23297483242020464
Genesis 18 9,Genesis 19 26,51,12,אשׁה,6,0.055363517767224674
Genesis 18 12,Genesis 19 18,40,10,אדונ,3,0.022822935676200546
Genesis 18 13,Genesis 18 15,3,0,שׂרה,3,0.23297483242020464
Genesis 18 13,Genesis 19 38,59,14,ילד,3,0.09976506832103396
Genesis 18 13,Genesis 18 17,5,1,אני,3,0.017784565369366644
Genesis 18 16,Genesis 19 28,46,11,סדמ,9,0.09116406486008008
Genesis 18 18,Genesis 20 1,55,13,ארצ,9,0.06274532013618797
Genesis 18 18,Genesis 20 4,58,14,גוי,3,0.03472623053125451
Genesis 18 18,Genesis 19 29,45,11,ב,3,0.019852219873521725
Genesis 18 19,Genesis 18 24,6,1,למענ,3,0.01627919108856629
Genesis 18 19,Genesis 19 11,26,6,בית,6,0.03178130485601183
Genesis 18 19,Genesis 19 31,46,11,דרכ,3,0.013596259560724586
Genesis 18 20,Genesis 19 28,42,10,עמרה,3,0.030388021620026694
Genesis 18 21,Genesis 19 28,41,10,ראה,3,0.055363517767224674
Genesis 18 22,Genesis 19 12,24,6,עוד,3,0.013596259560724586
Genesis 18 23,Genesis 19 1,12,3,אפ,3,0.019995494982368703
Genesis 18 23,Genesis 19 9,20,5,נגשׁ,3,0.01996737179820897
Genesis 18 23,Genesis 18 25,3,0,רשׁע,3,0.027893446976216214
Genesis 18 24,Genesis 19 21,31,7,נשׂא,3,0.030630270184741955
Genesis 18 24,Genesis 18 32,9,2,אולי,6,0.05180313518394529
Genesis 18 24,Genesis 19 29,39,9,תוכ,3,0.012369253844076476
Genesis 18 24,Genesis 19 29,39,9,עיר,15,0.0797134027980335
Genesis 18 25,Genesis 19 9,18,4,שׁפט,3,0.022182319220233053
Genesis 18 28,Genesis 18 29,2,0,ארבע,3,0.01441256396481491
Genesis 18 29,Genesis 18 32,4,1,עבור,3,0.044746044858004694
Genesis 18 30,Genesis 18 32,3,0,אולי,3,0.05180313518394529
Genesis 18 33,Genesis 19 32,33,8,הלכ,3,0.06421007547208624
Genesis 19 1,Genesis 20 10,48,12,ראה,3,0.055363517767224674
Genesis 19 1,Genesis 19 35,35,8,קומ,6,0.04535393076161374
Genesis 19 1,Genesis 19 36,36,9,לוט,15,0.16863941015698333
Genesis 19 2,Genesis 20 8,45,11,שׁכמ,3,0.044364638440466106
Genesis 19 3,Genesis 20 8,44,11,מאד,3,0.026571134266011164
Genesis 19 4,Genesis 19 29,26,6,עיר,12,0.0797134027980335
Genesis 19 5,Genesis 20 7,41,10,ידע,6,0.042806716981390824
Genesis 19 5,Genesis 19 23,19,4,יצא,9,0.03202681861203736
Genesis 19 6,Genesis 19 11,6,1,פתח,3,0.02882512792962982
Genesis 19 6,Genesis 19 26,21,5,אחר,3,0.03759124288345646
Genesis 19 6,Genesis 19 10,5,1,דלת,3,0.033727882031396664
Genesis 19 8,Genesis 20 6,37,9,כנ,3,0.022972702638556466
Genesis 19 11,Genesis 19 19,9,2,מצא,3,0.053901090622920644
Genesis 19 12,Genesis 21 13,58,14,בנ,18,0.1124959126166231
Genesis 19 12,Genesis 20 13,40,10,מקומ,6,0.06725863183580291
Genesis 19 12,Genesis 19 23,12,3,יצא,6,0.03202681861203736
Genesis 19 12,Genesis 19 14,3,0,חתנ,3,0.029062574336826904
Genesis 19 13,Genesis 20 15,41,10,פנה,6,0.033087033122536205
Genesis 19 13,Genesis 20 13,39,9,זה,6,0.03828783773092744
Genesis 19 15,Genesis 19 30,16,4,עלה,3,0.03774388079607725
Genesis 19 15,Genesis 19 19,5,1,פנ,3,0.016627511386838992
Genesis 19 17,Genesis 19 20,4,1,נפשׁ,3,0.012369253844076476
Genesis 19 17,Genesis 19 30,14,3,הר,3,0.02713198514761049
Genesis 19 19,Genesis 19 20,2,0,נא,3,0.11689845158898345
Genesis 19 19,Genesis 20 14,34,8,עבד,3,0.029964701886973578
Genesis 19 19,Genesis 20 6,26,6,אנכי,3,0.031234410346917565
Genesis 19 19,Genesis 19 22,4,1,מלט,3,0.071371807616691
Genesis 19 20,Genesis 21 17,54,13,שׁמ,12,0.09784952333631933
Genesis 19 21,Genesis 21 18,54,13,נשׂא,3,0.030630270184741955
Genesis 19 21,Genesis 19 29,9,2,הפכ,3,0.026847626914802816
Genesis 19 22,Genesis 19 38,17,4,עד,3,0.020965720298066804
Genesis 19 25,Genesis 19 29,5,1,ככר,3,0.0387500991157692
Genesis 19 27,Genesis 20 13,25,6,מקומ,3,0.06725863183580291
Genesis 19 29,Genesis 21 14,42,10,שׁלח,3,0.034898977817640314
Genesis 19 29,Genesis 21 23,51,12,ב,3,0.019852219873521725
