start_ref,end_ref,span,half_span_length,heb,repetitions,tfidf
Deuteronomy 12 13,Deuteronomy 13 19,38,9,????,7,0.062731044
Deuteronomy 12 25,Deuteronomy 14 1,27,6,??,7,0.038751765
Deuteronomy 12 30,Deuteronomy 13 14,16,4,???,7,0.082039952
Deuteronomy 13 1,Deuteronomy 14 24,43,10,??,7,0.040187179
Deuteronomy 13 2,Deuteronomy 15 11,58,14,???,7,0.033838624
Deuteronomy 13 8,Deuteronomy 15 18,59,14,??,14,0.060622277
Deuteronomy 13 12,Deuteronomy 15 15,52,13,??,7,0.028536444
Deuteronomy 14 25,Deuteronomy 16 7,35,8,?,7,0.052843315
Deuteronomy 14 22,Deuteronomy 16 6,37,9,???,7,0.037888923
Deuteronomy 15 2,Deuteronomy 15 12,11,2,??,7,0.033838624
Deuteronomy 16 18,Deuteronomy 19 6,53,13,?????,7,0.066195701
Deuteronomy 16 20,Deuteronomy 19 14,59,14,????,7,0.061443742
Deuteronomy 17 1,Deuteronomy 19 6,48,12,???,14,0.077407683
Deuteronomy 17 6,Deuteronomy 19 15,52,13,??,7,0.054714638
Deuteronomy 17 6,Deuteronomy 19 15,52,13,?????,7,0.040523042
Deuteronomy 17 8,Deuteronomy 19 13,48,12,??,7,0.080905857
Deuteronomy 17 9,Deuteronomy 19 5,39,9,???,7,0.04390754
Deuteronomy 17 14,Deuteronomy 19 14,43,10,???,14,0.116254334
Deuteronomy 18 1,Deuteronomy 20 16,59,14,????,7,0.080764688
Deuteronomy 18 12,Deuteronomy 20 16,48,12,???,7,0.0384739
Deuteronomy 19 1,Deuteronomy 20 1,22,5,???,7,0.048979427
Deuteronomy 19 4,Deuteronomy 21 17,55,13,????,7,0.070659558
Deuteronomy 19 7,Deuteronomy 21 22,57,14,??,21,0.15367639
Deuteronomy 19 15,Deuteronomy 20 20,27,6,??,7,0.051007319
Deuteronomy 19 9,Deuteronomy 21 16,49,12,???,7,0.05919411
Deuteronomy 19 8,Deuteronomy 21 19,53,13,??,7,0.044081484
Deuteronomy 20 5,Deuteronomy 21 13,29,7,???,7,0.042174797
Deuteronomy 19 12,Deuteronomy 21 20,50,12,???,7,0.04936503
Deuteronomy 21 13,Deuteronomy 23 7,47,11,???,7,0.043928346
Deuteronomy 21 15,Deuteronomy 23 11,49,12,????,21,0.17733919
Deuteronomy 22 7,Deuteronomy 24 4,53,13,????,7,0.055848781
Deuteronomy 22 15,Deuteronomy 22 24,10,2,???,7,0.083153636
Deuteronomy 22 15,Deuteronomy 22 29,15,3,????,14,0.223894962
Deuteronomy 22 17,Deuteronomy 24 15,54,13,???,7,0.043928346
Deuteronomy 23 15,Deuteronomy 25 15,49,12,???,7,0.067101315
Deuteronomy 23 15,Deuteronomy 25 18,52,13,???,7,0.04277846
Deuteronomy 23 13,Deuteronomy 25 10,46,11,???,7,0.046396576
Deuteronomy 23 10,Deuteronomy 23 15,6,1,????,7,0.057630569
Deuteronomy 23 11,Deuteronomy 25 5,43,10,???,7,0.054032875
Deuteronomy 23 20,Deuteronomy 23 21,2,0,????,7,0.105940692
Deuteronomy 26 3,Deuteronomy 27 26,43,10,???,21,0.105787223
Deuteronomy 27 1,Deuteronomy 28 15,41,10,????,7,0.045914456
Deuteronomy 27 7,Deuteronomy 28 31,51,12,???,7,0.065661035
Deuteronomy 27 9,Deuteronomy 28 15,33,8,????,7,0.064495103
Deuteronomy 27 10,Deuteronomy 28 20,37,9,????,7,0.0620132
Deuteronomy 27 18,Deuteronomy 28 29,38,9,???,7,0.044969504
Deuteronomy 28 1,Deuteronomy 28 33,33,8,???,7,0.098356849
Deuteronomy 28 1,Deuteronomy 28 49,49,12,????,7,0.064495103
Deuteronomy 28 20,Deuteronomy 28 63,44,11,????,7,0.064409776
Deuteronomy 28 25,Deuteronomy 28 68,44,11,???,7,0.057280082
Deuteronomy 28 36,Deuteronomy 28 64,29,7,???,7,0.083367424
Deuteronomy 28 49,Deuteronomy 29 23,44,11,???,7,0.076571126
Deuteronomy 28 67,Deuteronomy 29 21,24,6,???,7,0.04476128
Deuteronomy 28 58,Deuteronomy 29 23,35,8,???,7,0.052558187
Deuteronomy 28 45,Deuteronomy 29 20,45,11,???,7,0.051941645
Deuteronomy 28 54,Deuteronomy 29 3,19,4,???,7,0.042212224
Deuteronomy 28 69,Deuteronomy 29 24,25,6,????,7,0.042774154
Deuteronomy 29 9,Deuteronomy 30 19,39,9,???,7,0.06947866
Deuteronomy 29 11,Deuteronomy 30 18,36,9,???,7,0.091604399
Deuteronomy 29 18,Deuteronomy 30 17,28,7,????,7,0.093593059
Deuteronomy 29 19,Deuteronomy 30 18,28,7,???,7,0.076100684
Deuteronomy 30 1,Deuteronomy 30 10,10,2,????,7,0.088214523
Deuteronomy 31 1,Deuteronomy 31 28,28,7,???,7,0.107554521
Deuteronomy 31 1,Deuteronomy 31 29,29,7,??,42,0.495517022
Deuteronomy 31 2,Deuteronomy 31 23,22,5,???,7,0.080665562
Deuteronomy 31 4,Deuteronomy 31 29,26,6,????,7,0.080665562
Deuteronomy 31 6,Deuteronomy 31 29,24,6,??,14,0.167307033
Deuteronomy 32 4,Deuteronomy 32 46,43,10,??,7,0.08435995
Deuteronomy 32 20,Deuteronomy 32 51,32,8,?,7,0.08435995
Deuteronomy 32 44,Deuteronomy 32 51,8,2,??,7,0.096411371
Deuteronomy 33 1,Deuteronomy 34 9,38,9,??,7,0.094626591
Deuteronomy 33 2,Deuteronomy 34 4,32,8,???,14,0.189253182
Deuteronomy 33 2,Deuteronomy 33 29,28,7,?,7,0.096362907
