start_ref,end_ref,span,half_span_length,heb,repetitions,tfidf
Exodus 18 3,Exodus 20 1,51,12,אמר,20,0.14267445894459024
Exodus 21 2,Exodus 22 5,41,10,יצא,10,0.06922094752954032
Exodus 21 14,Exodus 22 25,49,12,רע,10,0.08268253157164666
Exodus 21 19,Exodus 22 29,48,12,נתנ,10,0.07646585789670529
Exodus 22 3,Exodus 23 31,59,14,עד,10,0.0623069116884842
Exodus 23 7,Exodus 24 14,41,10,דבר,10,0.06674521186350253
Exodus 26 19,Exodus 27 18,37,9,אדנ,20,0.2590077694333231
Exodus 27 20,Exodus 28 38,40,10,ישׂראל,10,0.07062613720705553
Exodus 28 9,Exodus 28 21,13,3,אבנ,10,0.05649377815636083
Exodus 28 20,Exodus 28 36,17,4,זהב,10,0.13210408334168208
Exodus 28 22,Exodus 29 5,27,6,חשׁנ,10,0.13572444453593205
Exodus 29 1,Exodus 30 10,56,14,אחד,10,0.05067847221200135
Exodus 29 13,Exodus 30 6,40,10,אשׁר,20,0.1125559181848101
Exodus 30 6,Exodus 30 36,31,7,נתנ,10,0.0788020903556627
Exodus 30 24,Exodus 31 15,30,7,קדשׁ,20,0.10529690671841847
Exodus 31 10,Exodus 32 35,44,11,אהרנ,10,0.08714701627868514
Exodus 31 13,Exodus 33 6,47,11,ישׂראל,10,0.08646628716574818
Exodus 31 18,Exodus 32 31,32,8,אלהימ,10,0.08366131434125834
Exodus 32 15,Exodus 34 4,48,12,לוח,10,0.16610916871201697
Exodus 32 19,Exodus 34 12,52,13,היה,10,0.08913947242435513
Exodus 35 1,Exodus 36 22,57,14,כל,40,0.1638436059545233
Exodus 35 1,Exodus 36 3,38,9,בנ,10,0.045512112765145364
Exodus 35 1,Exodus 36 12,47,11,אשׁר,20,0.08192180297726165
Exodus 35 21,Exodus 36 5,20,5,יהוה,10,0.05349099787200256
Exodus 35 21,Exodus 36 6,21,5,אישׁ,10,0.03398796194446079
Exodus 36 8,Exodus 36 17,10,2,יריעה,20,0.2061938570930051
Exodus 36 20,Exodus 38 6,54,13,עצ,10,0.06080650277565128
Exodus 36 29,Exodus 38 2,41,10,היה,10,0.048546253616155055
Exodus 36 31,Exodus 38 6,43,10,שׁטה,10,0.13402600711045332
Exodus 38 10,Exodus 38 27,18,4,כספ,10,0.07344090049669373
Exodus 37 8,Exodus 38 2,24,6,מנ,10,0.03461182215247225
Exodus 37 2,Exodus 37 29,28,7,טהר,10,0.05550291218563792
Exodus 38 24,Exodus 38 29,6,1,מאה,10,0.06311568650261219
Exodus 38 30,Exodus 40 10,55,13,מזבח,10,0.10484199302153507
Exodus 39 1,Exodus 39 31,31,7,תכלת,10,0.14351797566276775
Exodus 39 7,Exodus 39 22,16,4,אפד,10,0.14351797566276775
Exodus 40 4,Exodus 40 37,34,8,עלה,10,0.04419634037431086
Leviticus 3 2,Leviticus 5 8,59,14,ראשׁ,10,0.060045612452135605
Leviticus 3 2,Leviticus 4 33,49,12,שׁחט,10,0.09198982235823384
Leviticus 4 2,Leviticus 5 23,57,14,כי,10,0.048404995610173085
Leviticus 4 21,Leviticus 5 24,39,9,הוא,10,0.048404995610173085
Leviticus 4 20,Leviticus 5 24,40,10,ל,10,0.0407421604958221
Leviticus 6 3,Leviticus 7 21,42,10,בשׂר,10,0.08728696031295984
Leviticus 6 20,Leviticus 8 17,59,14,בשׂר,10,0.08728696031295984
Leviticus 7 7,Leviticus 8 13,45,11,ל,10,0.04345887531774624
Leviticus 7 32,Leviticus 8 27,34,8,נתנ,10,0.047804762849520864
Leviticus 9 1,Leviticus 11 1,45,11,אהרנ,20,0.15351533609661241
Leviticus 9 1,Leviticus 11 2,46,11,בנ,20,0.09558054540304732
Leviticus 9 7,Leviticus 10 3,21,5,עמ,10,0.051398799226912525
Leviticus 10 3,Leviticus 10 18,16,4,קדשׁ,10,0.06801211633159811
Leviticus 11 9,Leviticus 11 46,38,9,מימ,10,0.060677568103686845
Leviticus 11 15,Leviticus 11 40,26,6,ערב,10,0.08179287582356691
Leviticus 11 24,Leviticus 11 42,19,4,עד,10,0.05047080360846005
Leviticus 13 2,Leviticus 13 52,51,12,צרעת,20,0.286549517916813
Leviticus 13 3,Leviticus 13 43,41,10,לבנ,20,0.1901059580968989
Leviticus 13 3,Leviticus 13 43,41,10,מראה,10,0.08192768542840054
Leviticus 13 4,Leviticus 13 57,54,13,היא,20,0.0921838053339612
Leviticus 13 5,Leviticus 13 56,52,13,הנה,20,0.09750599017662709
Leviticus 14 14,Leviticus 15 11,55,13,יד,10,0.042033039458776913
Leviticus 16 1,Leviticus 17 2,36,9,אהרנ,10,0.0841330360253937
Leviticus 16 2,Leviticus 18 9,58,14,בית,10,0.06289385408842812
Leviticus 16 2,Leviticus 18 5,54,13,אשׁר,30,0.18857616461705226
Leviticus 16 7,Leviticus 17 9,37,9,אהל,10,0.07038980082376775
Leviticus 16 7,Leviticus 17 9,37,9,מועד,10,0.08241543074027362
Leviticus 16 30,Leviticus 18 29,50,12,כי,10,0.0597548311442716
Leviticus 16 24,Leviticus 18 6,33,8,בשׂר,10,0.09889851688832833
Leviticus 16 32,Leviticus 18 14,33,8,אב,10,0.060616005303000584
Leviticus 18 9,Leviticus 18 17,9,2,בת,10,0.0677701415729746
Leviticus 19 23,Leviticus 20 25,40,10,כל,10,0.07723424523587119
Leviticus 19 20,Leviticus 20 21,39,9,אשׁה,10,0.08615579588774322
Leviticus 22 3,Leviticus 22 21,19,4,אישׁ,10,0.10904371269998976
Leviticus 22 21,Leviticus 22 28,8,2,או,10,0.1619551875126477
Leviticus 22 22,Leviticus 23 37,49,12,אשׁה,10,0.0995399172359914
Leviticus 23 6,Leviticus 23 42,37,9,שׁבע,10,0.052783579373752276
Leviticus 25 14,Leviticus 25 48,35,8,אח,10,0.06451845144640371
Leviticus 25 17,Leviticus 26 13,52,13,אלהימ,10,0.06660049296801306
Leviticus 25 25,Leviticus 25 54,30,7,גאל,10,0.13212778727708485
Leviticus 25 29,Leviticus 26 33,60,15,עיר,10,0.07846023457830448
Leviticus 25 50,Leviticus 25 54,5,1,שׁנה,10,0.21701660941063064
Leviticus 26 3,Leviticus 26 41,39,9,הלכ,10,0.06320063385820991
Leviticus 26 3,Leviticus 26 41,39,9,הלכ,10,0.07511510568127568
Leviticus 26 7,Leviticus 27 11,51,12,פנה,10,0.05805948610260429
Leviticus 26 44,Leviticus 27 32,35,8,יהוה,20,0.13246218326209505
Leviticus 26 29,Leviticus 27 7,25,6,בנ,10,0.06386543471286472
Leviticus 27 3,Leviticus 27 33,31,7,קדשׁ,20,0.15023021136255135
Numbers 1 2,Numbers 2 2,55,13,אב,20,0.10474551769034685
Numbers 1 4,Numbers 2 2,53,13,אישׁ,10,0.04096817475402644
Numbers 1 16,Numbers 2 2,41,10,ישׂראל,10,0.08133969172354336
Numbers 2 32,Numbers 3 33,36,9,אלה,10,0.04957235617552474
Numbers 3 7,Numbers 3 38,32,8,משׁמרת,10,0.08932097987799029
Numbers 4 9,Numbers 4 32,24,6,כלי,10,0.06455013588406076
Numbers 4 30,Numbers 4 47,18,4,שׁנה,10,0.1355459126570817
Numbers 4 37,Numbers 5 27,40,10,אלה,10,0.03015891980009978
Numbers 5 1,Numbers 6 23,54,13,דבר,10,0.039976312798100676
Numbers 5 12,Numbers 6 2,22,5,אשׁה,20,0.06450190555141273
Numbers 5 13,Numbers 6 12,31,7,טמא,10,0.06646633439593198
Numbers 5 15,Numbers 7 3,47,11,בוא,10,0.046808807774733674
Numbers 5 18,Numbers 7 2,43,10,ראשׁ,10,0.03967197443621904
Numbers 6 14,Numbers 7 19,33,8,קרב,10,0.046283970175588884
Numbers 8 1,Numbers 10 1,50,12,אמר,10,0.14446181862728125
Numbers 8 3,Numbers 9 17,41,10,כנ,10,0.05572304462830644
Numbers 8 6,Numbers 8 26,21,5,לוי,20,0.14353544600864962
Numbers 8 24,Numbers 10 28,54,13,צבא,20,0.17448739231665425
Numbers 11 1,Numbers 12 12,47,11,אכל,10,0.05299893873967762
Numbers 13 2,Numbers 14 22,54,13,אישׁ,10,0.07589476754509908
Numbers 13 18,Numbers 14 23,39,9,ראה,10,0.06096648444797968
Numbers 13 18,Numbers 14 25,41,10,ישׁב,10,0.0720578756387232
Numbers 13 24,Numbers 15 2,57,14,ישׂראל,10,0.09976333818760313
Numbers 13 26,Numbers 14 36,44,11,עדה,10,0.1477479162150719
Numbers 14 27,Numbers 15 36,55,13,עדה,10,0.1477479162150719
Numbers 16 3,Numbers 17 19,52,13,ל,10,0.15584790460569892
Numbers 16 6,Numbers 17 11,41,10,מחתה,10,0.14641232411821772
Numbers 16 32,Numbers 18 13,45,11,בית,10,0.06316418327048397
Numbers 17 7,Numbers 18 31,53,13,מועד,10,0.09781869759567749
Numbers 17 17,Numbers 18 31,43,10,בית,10,0.06316418327048397
Numbers 19 3,Numbers 21 3,52,13,נתנ,10,0.06047024106530986
Numbers 19 18,Numbers 21 16,50,12,שׁמ,10,0.04878017869736422
Numbers 20 16,Numbers 21 24,38,9,גבול,10,0.09952544608615184
Numbers 21 1,Numbers 22 10,45,11,מלכ,10,0.08146785765709535
Numbers 21 13,Numbers 22 2,25,6,אמרי,10,0.08293787173845987
Numbers 21 22,Numbers 22 34,48,12,דרכ,10,0.07116941869442955
Numbers 22 7,Numbers 23 17,52,13,בוא,10,0.03851206216844778
Numbers 22 17,Numbers 23 30,55,13,עשׂה,10,0.044930739196522414
Numbers 22 19,Numbers 24 5,58,14,מה,10,0.05913660470112545
Numbers 22 22,Numbers 22 35,14,3,מלאכ,10,0.08855012922767874
Numbers 22 35,Numbers 24 14,51,12,עמ,10,0.1000983665016696
Numbers 22 35,Numbers 24 13,50,12,דבר,20,0.10650292780319934
Numbers 23 7,Numbers 24 23,47,11,נשׂא,10,0.037138002610872224
Numbers 26 7,Numbers 27 1,60,15,משׁפחה,30,0.1752524920388715
Numbers 26 7,Numbers 26 64,58,14,פקד,20,0.09817772463458968
Numbers 26 54,Numbers 27 20,32,8,נתנ,10,0.02928225128196025
Numbers 26 57,Numbers 27 11,20,5,משׁפחת,10,0.5361832293836882
Numbers 26 62,Numbers 28 2,29,7,ישׂראל,10,0.06123630313214623
Numbers 27 2,Numbers 27 22,21,5,עדה,10,0.06401646382579843
Numbers 27 6,Numbers 28 2,20,5,אל,10,0.047053028641363216
Numbers 27 22,Numbers 29 12,45,11,עשׂה,20,0.060123314375075225
Numbers 28 2,Numbers 29 13,43,10,ריח,10,0.06809889268417013
Numbers 28 2,Numbers 29 13,43,10,ניחח,10,0.07253143823322421
Numbers 28 4,Numbers 29 17,45,11,בקר,10,0.0331897312114175
Numbers 28 5,Numbers 29 14,41,10,סלת,10,0.06821219823978932
Numbers 28 5,Numbers 29 14,41,10,בלל,10,0.06593767112111291
Numbers 28 5,Numbers 29 14,41,10,שׁמנ,10,0.046751297445042694
Numbers 30 3,Numbers 31 16,31,7,על,20,0.09467945850839798
Numbers 31 4,Numbers 31 54,51,12,אלפ,30,0.24740913932523637
Numbers 31 19,Numbers 32 11,47,11,שׁבע,10,0.050914236346581786
Numbers 31 28,Numbers 31 52,25,6,חמשׁ,10,0.07763892436411808
Numbers 31 35,Numbers 31 45,11,2,שׁלשׁ,10,0.056741129695763545
Numbers 32 5,Numbers 32 32,28,7,עבר,10,0.06808935563491625
Numbers 35 1,Numbers 36 12,46,11,על,10,0.08597941744924174
Numbers 34 18,Numbers 36 1,47,11,נשׂיא,10,0.08273414103858678
Numbers 35 6,Numbers 35 31,26,6,רצח,20,0.25133923169741196
Numbers 35 19,Numbers 35 33,15,3,דמ,10,0.0654666307427018
Deuteronomy 1 7,Deuteronomy 1 39,33,8,בוא,10,0.0438251597492395
Deuteronomy 1 39,Deuteronomy 3 14,59,14,יומ,10,0.054538199277534935
Deuteronomy 2 24,Deuteronomy 3 21,35,8,מלכ,10,0.09620215194456011
Deuteronomy 3 1,Deuteronomy 3 14,14,3,בשׁנ,10,0.14114685090787338
Deuteronomy 4 1,Deuteronomy 5 9,58,14,אנכי,10,0.07443509574179627
Deuteronomy 4 2,Deuteronomy 5 12,60,15,שׁמר,10,0.11109054268496787
Deuteronomy 4 5,Deuteronomy 5 15,60,15,שׁמ,10,0.05552056329428567
Deuteronomy 4 30,Deuteronomy 5 28,48,12,קול,10,0.06251405387934696
Deuteronomy 5 32,Deuteronomy 7 11,38,9,צוה,10,0.07772878861199993
Deuteronomy 5 28,Deuteronomy 7 19,50,12,עמ,10,0.07632349332720492
Deuteronomy 5 29,Deuteronomy 7 4,34,8,בנ,10,0.07772367312406421
Deuteronomy 7 17,Deuteronomy 9 23,53,13,ירשׁ,10,0.13469858393510392
Deuteronomy 7 19,Deuteronomy 9 29,57,14,יצא,10,0.04555023444708651
Deuteronomy 8 2,Deuteronomy 9 24,43,10,ידע,10,0.06973753587070484
Deuteronomy 9 9,Deuteronomy 10 10,31,7,ארבע,10,0.06708537934242216
Deuteronomy 10 14,Deuteronomy 11 31,40,10,ב,10,0.06930378787506114
Deuteronomy 11 29,Deuteronomy 13 3,38,9,בוא,10,0.04227465239251347
Deuteronomy 12 2,Deuteronomy 13 14,44,11,עבד,10,0.08203995234709127
Deuteronomy 12 6,Deuteronomy 14 7,52,13,עלה,10,0.03653379939748073
Deuteronomy 14 23,Deuteronomy 16 16,46,11,מקומ,10,0.09718843011011913
Deuteronomy 14 23,Deuteronomy 16 16,46,11,בחר,10,0.14183388796821678
Deuteronomy 14 21,Deuteronomy 16 18,50,12,שׁער,10,0.10629966161708866
Deuteronomy 14 21,Deuteronomy 16 18,50,12,עמ,10,0.06062227723707301
Deuteronomy 14 24,Deuteronomy 16 15,44,11,ברכ,10,0.06355434167844819
Deuteronomy 16 18,Deuteronomy 18 19,44,11,עמ,10,0.12277951614160312
Deuteronomy 17 6,Deuteronomy 19 18,55,13,עד,10,0.051007319487578376
Deuteronomy 17 15,Deuteronomy 20 8,57,14,אח,10,0.05271849652268056
Deuteronomy 18 11,Deuteronomy 20 7,40,10,מות,10,0.09478106077280829
Deuteronomy 21 19,Deuteronomy 22 24,29,7,עיר,10,0.08315363631912968
Deuteronomy 22 15,Deuteronomy 24 16,57,14,אב,10,0.07080316373886755
Deuteronomy 22 22,Deuteronomy 23 22,30,7,עמ,10,0.060743667229772015
Deuteronomy 22 25,Deuteronomy 24 15,46,11,ב,10,0.07530542776523118
Deuteronomy 23 11,Deuteronomy 25 18,56,14,ב,10,0.07530542776523118
Deuteronomy 23 24,Deuteronomy 25 17,42,10,עשׂה,10,0.08942519547121203
Deuteronomy 26 3,Deuteronomy 28 11,54,13,אב,10,0.05909711370464689
Deuteronomy 26 7,Deuteronomy 28 15,54,13,שׁמע,10,0.0644951025271786
Deuteronomy 26 13,Deuteronomy 28 15,48,12,מצוה,10,0.08494559260057186
Deuteronomy 26 15,Deuteronomy 28 12,43,10,ברכ,10,0.07179103367658908
Deuteronomy 27 12,Deuteronomy 28 35,50,12,ברכ,10,0.07179103367658908
Deuteronomy 28 31,Deuteronomy 29 3,42,10,עינ,10,0.042212224074747784
Deuteronomy 28 45,Deuteronomy 29 10,35,8,עד,10,0.06549148722112923
Deuteronomy 29 10,Deuteronomy 30 18,37,9,אשׁר,30,0.30769120928965177
Deuteronomy 29 17,Deuteronomy 30 17,29,7,לבב,10,0.22181007299083036
Deuteronomy 29 23,Deuteronomy 30 18,24,6,על,10,0.10918075168342481
Deuteronomy 31 1,Deuteronomy 31 25,25,6,משׁה,10,0.17033670649350618
Deuteronomy 31 1,Deuteronomy 31 28,28,7,כל,10,0.1267601683298281
Deuteronomy 31 2,Deuteronomy 31 29,28,7,יומ,10,0.11950502378470909
Deuteronomy 31 3,Deuteronomy 31 26,24,6,אלהימ,10,0.1309239142384703
Deuteronomy 32 1,Deuteronomy 32 48,48,12,דבר,10,0.12497821348021575
Deuteronomy 33 1,Deuteronomy 34 10,39,9,משׁה,10,0.19981738793091855
